FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
3061		YES					Assessment centre > Physical measures > Spirometry	100020	Acceptability of each blow result	Integer
3062		YES					Assessment centre > Physical measures > Spirometry	100020	Forced vital capacity (FVC)	Continuous
3063		YES					Assessment centre > Physical measures > Spirometry	100020	Forced expiratory volume in 1-second (FEV1)	Continuous
3064		YES					Assessment centre > Physical measures > Spirometry	100020	Peak expiratory flow (PEF)	Integer
3065		YES-ACE				23	Assessment centre > Physical measures > Spirometry	100020	Ordering of blows	Categorical single
3077		YES				100262	Assessment centre > Physical measures > Anthropometry > Body size measures	100010	Seating box height	Categorical single
3079		YES				7	Assessment centre > Verbal interview > Operations	100076	Pace-maker	Categorical single
3081		YES-ACE				24	Assessment centre > Physical measures > Bone-densitometry of heel	100018	Foot measured for bone density	Categorical single
3082		YES				100267	Assessment centre > Physical measures > Bone-densitometry of heel	100018	Fractured heel	Categorical single
3083		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	"Heel quantitative ultrasound index (QUI), manual entry"	Continuous
3084		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	"Heel bone mineral density (BMD), manual entry"	Continuous
3085		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	"Heel Broadband ultrasound attenuation (BUA), manual entry"	Continuous
3086		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	"Speed of sound through heel, manual entry"	Continuous
3088		YES				100267	Assessment centre > Physical measures > Spirometry	100020	Contra-indications for spirometry	Categorical single
3089		YES				7	Assessment centre > Physical measures > Spirometry	100020	Caffeine drink within last hour	Categorical single
3090		YES				7	Assessment centre > Physical measures > Spirometry	100020	Used an inhaler for chest within last hour	Categorical single
3137		YES					Assessment centre > Physical measures > Spirometry	100020	Number of measurements made	Integer
3140		YES				100267	Assessment centre > Verbal interview > Medical conditions	100074	Pregnant	Categorical single
3143		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	Ankle spacing width	Continuous
3144		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	"Heel Broadband ultrasound attenuation, direct entry"	Continuous
3146		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	Speed of sound through heel	Continuous
3147		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	"Heel quantitative ultrasound index (QUI), direct entry"	Continuous
3148		YES					Assessment centre > Physical measures > Bone-densitometry of heel	100018	Heel bone mineral density (BMD)	Continuous
3159		YES				7	Assessment centre > Physical measures > Spirometry	100020	Smoked cigarette or pipe within last hour	Categorical single
3160		YES					Assessment centre > Physical measures > Anthropometry > Body size measures	100010	"Weight, manual entry"	Continuous
3393		YES				100352	Assessment centre > Touchscreen > Health and medical history > Hearing	100043	Hearing aid user	Categorical single
3404		YES				100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Neck/shoulder pain for 3+ months	Categorical single
3414		YES				100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Hip pain for 3+ months	Categorical single
3426		YES				100301	Assessment centre > Touchscreen > Sociodemographics > Employment	100064	Job involves night shift work	Categorical single
3436		YES				100291	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Age started smoking in current smokers	Integer
3446		YES				100351	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Type of tobacco currently smoked	Categorical single
3456		YES				100355	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Number of cigarettes currently smoked daily (current cigarette smokers)	Integer
3466		YES				100356	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Time from waking to first cigarette	Categorical single
3476		YES				100357	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Difficulty not smoking for 1 day	Categorical single
3486		YES				100358	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Ever tried to stop smoking	Categorical single
3496		YES				100359	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Wants to stop smoking	Categorical single
3506		YES				100360	Assessment centre > Touchscreen > Lifestyle and environment > Smoking	100058	Smoking compared to 10 years previous	Categorical single
3526		YES				100291	Assessment centre > Touchscreen > Family history	100034	Mother's age at death	Integer
3536		YES				100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age started hormone-replacement therapy (HRT)	Integer
3546		YES				100598	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age last used hormone-replacement therapy (HRT)	Integer
3571		YES				100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Back pain for 3+ months	Categorical single
3581		YES				100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age at menopause (last menstrual period)	Integer
3591		YES				100599	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Ever had hysterectomy (womb removed)	Categorical single
3606		YES				100563	Assessment centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain or discomfort walking normally	Categorical single
3616		YES				100349	Assessment centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain due to walking ceases when standing still	Categorical single
3627		YES				100291	Assessment centre > Touchscreen > Health and medical history > Medical conditions	100044	Age angina diagnosed	Integer
3637		YES				100317	Assessment centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of other exercises in last 4 weeks	Categorical single
3647		YES				100318	Assessment centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of other exercises	Categorical single
3659		YES				100291	Assessment centre > Touchscreen > Sociodemographics > Ethnicity	100065	Year immigrated to UK (United Kingdom)	Integer
3669		YES				100291	Assessment centre > Touchscreen > Lifestyle and environment > Sexual factors	100056	Lifetime number of same-sex sexual partners	Integer
3680		YES				100291	Assessment centre > Touchscreen > Lifestyle and environment > Diet	100052	Age when last ate meat	Integer
3700		YES				100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Time since last menstrual period	Integer
3710		YES				100582	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Length of menstrual cycle	Integer
3720		YES				100349	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Menstruating today	Categorical single
3731		YES				100352	Assessment centre > Touchscreen > Lifestyle and environment > Alcohol	100051	Former alcohol drinker	Categorical single
3741		YES				100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Stomach/abdominal pain for 3+ months	Categorical single
3751		YES				100564	Assessment centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain or discomfort when walking uphill or hurrying	Categorical single
3761		YES				100291	Assessment centre > Touchscreen > Health and medical history > Medical conditions	100044	"Age hay fever, rhinitis or eczema diagnosed"	Integer
3773		YES				100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Knee pain for 3+ months	Categorical single
3786		YES				100291	Assessment centre > Touchscreen > Health and medical history > Medical conditions	100044	Age asthma diagnosed	Integer
3799		YES				100349	Assessment centre > Touchscreen > Health and medical history > Pain	100048	Headaches for 3+ months	Categorical single
3809		YES				100569	Assessment centre > Touchscreen > Health and medical history > Cancer screening	100040	Time since last prostate specific antigen (PSA) test	Integer
3829		YES				100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Number of stillbirths	Integer
3839		YES				100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Number of spontaneous miscarriages	Integer
3849		YES				100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Number of pregnancy terminations	Integer
3859		YES				100418	Assessment centre > Touchscreen > Lifestyle and environment > Alcohol	100051	Reason former drinker stopped drinking alcohol	Categorical single
3872		YES				100586	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age of primiparous women at birth of child	Integer
3882		YES				100291	Assessment centre > Touchscreen > Sex-specific factors > Female-specific factors	100069	Age at bilateral oophorectomy (both ovaries removed)	Integer
